BRDS,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,11711.0,10824.0,14329.0,14888.0,15232.0,12765.0,12079.0,8944.0,9499.0,11693.0,6658.0,9292.0,9663.0,7682.0,11599.0,10180.0,11664.0,9914.0,7149.0,7636.0,5684.0,7673.0,13765.0,11988.0,12516.0,8130.0,16716.0,15785.0,14481.0,20083.0,16764.0
BRIM,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,13020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIT,chinstrap penguin,,,,,,,,,,,,,,5400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIT,gentoo penguin,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIW,chinstrap penguin,,,,,,,,,,,,,,11555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROW,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,,,,,,,
BROW,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,756.0,450.0,490.0,200.0,370.0,247.0,444.0,,554.0,538.0,,,598.0,145.0
BRPW,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,4130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRUC,chinstrap penguin,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRYE,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,486.0,,528.0,560.0,505.0,558.0,620.0,477.0
BRYS,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,,979.0,917.0,722.0,925.0,882.0,820.0
BSON,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15962.0,,
BUCH,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCK,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,
BURK,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,1209.0,,,
BUSK,chinstrap penguin,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYER,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
CARL,chinstrap penguin,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARO,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASY,chinstrap penguin,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBAR,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
CBAY,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,
CCMP,chinstrap penguin,,,,,,,,,,,,,,24480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDAV,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,,,,,559.0,,,,,,,,
CECI,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
CHAB,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,2039.0,1724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAL,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,37573.0,43822.0,51874.0,58084.0,60984.0,58243.0,66319.0,56153.0,,45362.0,43942.0,50502.0,,,,47505.0,,34287.0,,,38796.0,,,,,24848.0,,,,61160.0,,,47169.0
CHAP,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5780.0,,,,,,,,,,,,,,,,,,,,,4597.0,,,
CHAR,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,
CHAT,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,
CHEA,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,22500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEC,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI1,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,
CHI2,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,
CHI3,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,
CHIC,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.0,,,
CHII,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,,,,,,,,,,,,,,,,,,,,,3092.0,,,,,,,,
CHIN,chinstrap penguin,,,,,,,,,,,,,,,,,,20701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIS,adelie penguin,,,,,,,,,,,,,,,,,,,,,1460.0,,,1425.0,1261.0,,1459.0,1151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHNE,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHPT,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,13.0,,,,,,,,,,,,,10.0,,,
CHPT,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,390.0,,,,,,,,,,,,,795.0,,,
CHRI,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSE,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,650.0,,,
CHUN,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15997.0,,,,,,,,,,,,7709.0,,,,
CIER,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,1044.0,1009.0,1025.0,1014.0,1041.0,593.0,,,,,,,,,,,,,2680.0,,,
CIPT,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAR,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,,
CLIN,chinstrap penguin,,,,,,,,,,,,,,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLPT,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMEL,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,9970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMID,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,4161.0,,4647.0,6171.0,5528.0,5516.0,5413.0,,4141.0,,4138.0,,,5019.0,,2668.0,,,3012.0,,,,,2737.0,,,,4150.0,,,9278.0
CMUR,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNOR,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,2347.0,,,2362.0,,2064.0,1874.0,,1098.0,,1492.0,,,,,,,,2428.0,1556.0,,,,1348.0,,,,501.0,,,2751.0
COBA,chinstrap penguin,,,,,,,,,,,,,,,736.0,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,,
COCK,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15721.0,,,
COFF,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLB,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.0,,,
CONE,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3051.0,
CONE,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
CONF,chinstrap penguin,,,,,,,,,,,,,,,,,,,,7736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONI,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONW,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORI,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CORM,adelie penguin,,,,,,,,,,,,,,,,,,,,,695.0,890.0,,795.0,623.0,905.0,872.0,693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORN,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,,,
CORP,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,96.0,,,,,,,,,
COTT,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,24440.0,,42855.0,48462.0,,,58776.0,43423.0,,27764.0,,,,,,32122.0,,,,,,,,,,21280.0,,,,39121.0,,,49198.0
CPTW,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAB,chinstrap penguin,,,,,,,,,,,,,,4150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAG,chinstrap penguin,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRBA,chinstrap penguin,,,,,,,,,,,,,,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROB,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROW,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROZ,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,167392.0,177284.0,177083.0,131694.0,136309.0,109156.0,118220.0,134438.0,121457.0,120983.0,115771.0,117675.0,153396.0,125441.0,156441.0,,67114.0,161079.0,100843.0,182492.0,194449.0,205667.0,197990.0,193624.0,282515.0,278928.0,261371.0,272340.0,280787.0
CRUZ,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,
CRWL,chinstrap penguin,,,,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSOU,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,19084.0,,,14580.0,25226.0,17833.0,16302.0,,,,14842.0,,,13219.0,,10760.0,,,,,,,,13174.0,,,,14786.0,,,24947.0
CURZ,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12641.0,,,,,,,,,,,,,14694.0,,,
CUVE,chinstrap penguin,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
CUVE,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,,,,4294.0,4421.0,4818.0,,,,,,,,,5990.0,,6294.0,4420.0,,6878.0,6468.0,990.0,6336.0,5950.0,7007.0
CVIK,chinstrap penguin,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMO,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,619.0,828.0,,,,,1663.0,,1658.0,,,,,,,,2041.0,,,,1928.0,,2022.0,2273.0,,2055.0,2158.0,2148.0,1823.0,2091.0,2355.0,2299.0
DANC,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.0,,1637.0,,,,,2300.0,,,,,,,2506.0,2084.0,2213.0,3632.0,2115.0,2558.0,2665.0,2778.0
DARB,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,
DARW,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7419.0,,,,,,,,,,,,,,
DARX,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
DAVE,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVI,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8730.0,,,,,,,,,,,,,,,,,8418.0,,,
DECI,chinstrap penguin,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEEI,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DEEI,chinstrap penguin,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DELA,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,135.0,,,
DEMA,chinstrap penguin,,,,,,,,,,,,,,,,,,,,,652.0,545.0,632.0,,,,,,,438.0,210.0,328.0,,358.0,,233.0,245.0,217.0,,,,,,,,,,,,,,,,,
DENI,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13834.0,,,
DESC,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
DETA,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,,,,506.0,,486.0,,,430.0,
DEVI,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8802.0,,,,14681.0,,,,,
DOBE,gentoo penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,181.0,,165.0,186.0,183.0,148.0,,167.0,193.0
DOME,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOU1,adelie penguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,
